###FILE ALREADY PARSED###
70365 0 4
70365 0 6
70538 0 7
70625 0 6
70712 0 5
70885 0 1
71058 0 3
71145 0 1
71232 0 3
71319 0 4
71405 0 3
71492 0 1
71579 0 7
71665 0 6
71752 0 1
71752 0 4
71839 0 5
71925 0 4
72012 0 3
72099-72793 0 1
72099-72793 0 2
73309 0 4
73309 0 7
73646 0 4
73814 0 4
73983 0 4
74152 0 4
74320 0 4
74489 0 4
74657 0 4
74826-75500 0 2
76005 0 4
76005 0 7
76343 0 4
76511 0 4
76680 0 4
76848 0 4
77017 0 4
77185 0 4
77354 0 4
77522-78365 0 2
78702 0 4
78702 0 7
79039 0 4
79208 0 4
79376 0 4
79545 0 4
79713 0 4
79882 0 4
80050 0 4
80219-81062 0 2
81399 0 4
81399 0 7
81736 0 4
81904 0 4
82073 0 4
82241 0 4
82410 0 4
82579 0 4
82747 0 4
82916 0 1
82916 0 2
82916 0 4
83253 0 1
83253 0 2
83253 0 4
83421 0 4
83421 0 5
83421 0 7
83758 0 4
83758 0 5
83758 0 7
84095 0 1
84095 0 4
84264 0 3
84264 0 6
84264 0 7
84601 0 3
84601 0 6
84601 0 7
84770 0 1
84770 0 2
84770 0 4
85101 0 3
85101 0 4
85101 0 5
85444 0 2
85444 0 5
85612 0 1
85612 0 2
85612 0 4
85949 0 1
85949 0 2
85949 0 4
86118 0 4
86118 0 5
86118 0 7
86455 0 4
86455 0 5
86455 0 7
86792 0 1
86792 0 4
86961 0 3
86961 0 6
86961 0 7
87298 0 3
87298 0 6
87298 0 7
87466 0 2
87466 0 4
87466 0 5
87797 0 3
87797 0 4
87797 0 5
88140 0 3
88140 0 5
88303 0 5
88309 0 1
88309 0 2
88309 0 4
88472 0 7
88640 0 5
88646 0 1
88646 0 2
88646 0 4
88809 0 3
88814 0 4
88814 0 5
88814 0 7
88977 0 1
89146 0 3
89152 0 4
89152 0 5
89152 0 7
89314 0 6
89399 0 3
89489 0 1
89489 0 4
89567 0 5
89657 0 3
89657 0 6
89657 0 7
89820 0 2
89988 0 3
89988 0 6
90157 0 7
90163 0 1
90163 0 2
90163 0 4
90325 0 6
90494 0 1
90494 0 3
90494 0 4
90494 0 5
90663 0 4
90831 0 7
90837 0 2
90837 0 5
91000 0 6
91005 0 1
91005 0 2
91005 0 4
91168 0 5
91343 0 2
91343 0 4
91421 0 1
91505 0 2
91511 0 4
91511 0 5
91511 0 7
91590 0 3
91758 0 7
91842 0 4
91842 0 6
91927 0 5
92011 0 3
92095 0 2
92179 0 4
92179 0 5
92179 0 7
92185 0 1
92348 0 3
92348 0 4
92348 0 6
92348 0 7
92432 0 2
92601 0 5
92685 0 3
92685 0 6
92769 0 7
92859 0 2
92859 0 4
92859 0 5
92938 0 1
93191 0 3
93191 0 4
93191 0 5
93534 0 1
93534 0 2
93534 0 4
93702 0 3
93702 0 5
93702 0 7
93871 0 1
94039 0 3
94039 0 7
94208 0 6
94292 0 4
94376 0 2
94545 0 1
94713 0 3
94713 0 7
94882 0 4
95050 0 5
95050 0 7
95219 0 1
95303 0 2
95388 0 3
95388 0 5
95472 0 4
95556 0 7
95640 0 3
95725 0 6
95893 0 2
96062 0 3
96062 0 5
96230 0 1
96314 0 3
96399 0 5
96483 0 2
96567 0 4
96652 0 7
96736 0 1
96736 0 3
96820 0 5
96904 0 7
96989 0 6
97073 0 5
97157 0 2
97241 0 3
97326 0 4
97410 0 5
97494 0 6
97579 0 2
97579 0 7
97663 0 6
97747 0 5
97831 0 4
97916 0 3
98000 0 2
98084 0 1
98084 0 6
98168 0 2
98253 0 3
98337 0 4
98421 0 5
98421 0 7
99095 0 1
99095 0 5
99264 0 4
99432 0 2
99432 0 5
99432 0 7
99601 0 1
99601 0 6
99685 0 5
99770 0 4
99938 0 1
99938 0 3
100107 0 2
100107 0 5
100107 0 7
100275 0 4
100444 0 2
100444 0 5
100612 0 1
100612 0 3
100697 0 2
100697 0 4
100781 0 5
100865 0 6
100949 0 7
101034 0 2
101118 0 5
101286 0 2
101286 0 4
101286 0 6
101455 0 1
101455 0 4
101623 0 3
101708 0 5
101792 0 1
101792 0 7
101876 0 2
101961 0 4
102045 0 6
102129 0 1
102129 0 3
102213 0 5
102298 0 7
102382 0 6
102466 0 2
102466 0 5
102550 0 4
102635 0 1
102635 0 3
102719 0 4
102803 0 5
102888 0 6
102972 0 7
103056 0 6
103140 0 5
103225 0 6
103309 0 5
103393 0 4
103477 0 1
103477 0 3
103562 0 2
103562 0 4
103646 0 1
103646 0 5
103730 0 2
103730 0 4
103814 0 5
103899 0 6
103983 0 7
104067 0 6
104152 0 5
104236 0 6
104320 0 5
104489 0 4
104531 0 3
104531 0 5
104573 0 2
104573 0 6
104615 0 1
104615 0 7
104820 0 1
104994 0 4
105036 0 3
105036 0 5
105079 0 2
105079 0 6
105121 0 1
105121 0 7
105325 0 1
105500 0 4
105542 0 3
105542 0 5
105584 0 2
105584 0 6
105625-111056 0 1
105625-111056 0 7
